Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Pattern_DNA,Pattern_ID,Historical_Probability,Historical_Confidence,Evidence_Level,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target
YESBANK,22.76,0.49,1145070900.0,0.14,,,,,,,,,3638700.0,-89.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,22.76,,
ASTRAL,1423.0,0.3,6964050.0,0.06,,,,,,,,,25925.0,-95.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1423.0,,
CIPLA,1468.1,0.02,8990875.0,0.05,,,,,,,,,16575.0,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1468.1,,
BANKINDIA,143.05,0.71,89029200.0,0.09,,,,,,,,,457600.0,-94.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,143.05,,
ABB,7649.5,0.27,2017750.0,0.05,,,,,,,,,10125.0,-94.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,7649.5,,
PETRONET,280.55,0.47,31450700.0,0.09,,,,,,,,,76000.0,-94.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,280.55,,
BAJAJ-AUTO,11803.0,0.83,1845000.0,0.15,,,,,,,,,12675.0,-94.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,11803.0,,
PIDILITIND,1685.8,0.58,6315000.0,0.18,,,,,,,,,43000.0,-94.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1685.8,,
TMPV,350.75,0.67,74817600.0,0.07,,,,,,,,,288000.0,-94.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,350.75,,
PNB,114.82,0.74,282952000.0,0.05,,,,,,,,,1312000.0,-93.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,114.82,,
GRASIM,3360.4,0.79,11448500.0,0.23,,,,,,,,,121250.0,-93.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3360.4,,
IDFCFIRSTB,84.58,0.18,351429750.0,0.02,,,,,,,,,742000.0,-92.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,84.58,,
CONCOR,513.4,0.44,22217500.0,0.1,,,,,,,,,120000.0,-92.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,513.4,,
AUROPHARMA,1665.6,0.6,10657900.0,0.19,,,,,,,,,61600.0,-92.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1665.6,,
SOLARINDS,18754.0,0.02,749300.0,0.67,,,,,,,,,7300.0,-91.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,18754.0,,
SHRIRAMFIN,1126.8,0.37,25210350.0,0.23,,,,,,,,,127875.0,-95.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1126.8,,
CGPOWER,878.0,0.46,19441200.0,0.04,,,,,,,,,48450.0,-95.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,878.0,,
JINDALSTEL,1101.0,0.25,14313125.0,0.06,,,,,,,,,34375.0,-95.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1101.0,,
SIEMENS,4048.4,0.17,3521700.0,0.25,,,,,,,,,119175.0,-95.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,4048.4,,
ETERNAL,317.3,0.02,148599150.0,0.13,,,,,,,,,805100.0,-95.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,317.3,,
HINDPETRO,391.45,0.23,42942150.0,0.11,,,,,,,,,263250.0,-95.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,391.45,,
NESTLEIND,1512.0,0.65,7843500.0,0.22,,,,,,,,,64000.0,-95.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1512.0,,
POLYCAB,9113.5,0.24,2336375.0,0.06,,,,,,,,,10750.0,-97.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,9113.5,,
BANKBARODA,247.95,0.26,130996125.0,0.01,,,,,,,,,117000.0,-98.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,247.95,,
ASHOKLEY,176.45,0.38,137980000.0,0.05,,,,,,,,,270000.0,-98.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,176.45,,
SONACOMS,804.0,0.15,12825750.0,0.05,,,,,,,,,20825.0,-98.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,804.0,,
EICHERMOT,8024.0,0.1,3638900.0,0.04,,,,,,,,,4900.0,-98.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,8024.0,,
POWERINDIA,34965.0,0.14,555175.0,0.13,,,,,,,,,2400.0,-98.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,34965.0,,
BHARATFORG,2058.0,0.22,9312000.0,0.04,,,,,,,,,62500.0,-98.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2058.0,,
OIL,476.4,0.6,15796200.0,0.13,,,,,,,,,78400.0,-98.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,476.4,,
INDUSTOWER,374.05,0.78,91553500.0,0.01,,,,,,,,,44200.0,-99.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_UP|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_7FA62012,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,374.05,,
PAYTM,1607.8,0.31,16535800.0,0.27,,,,,,,,,110200.0,-98.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx,0,SELL,,Fresh Long Buildup,NORMALIZATION:1.0|PDNA:1.0|PRICE:PRICE_NEUTRAL|OI:OI_NEUTRAL|VOLUME:VOLUME_CONTRACTION|PCR:PCR_NEUTRAL|IV:IV_NORMAL|SCORE:SCORE_NEUTRAL|PATTERN:FRESH LONG BUILDUP|DIRECTION:UNKNOWN,PDNA_CC3F09E3,50.0,0.0,NEW,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1607.8,,
